Id,WnvPresent
1,0.0016880462994
2,0.000138514467283
3,0.000222308126424
4,5.81115056498e-06
5,5.81115056498e-06
6,5.81115056498e-06
7,5.81115056498e-06
8,3.29791553358e-06
9,0.00142105731422
10,0.000188258992687
11,0.00027492561274
12,8.01636961541e-06
13,8.01636961541e-06
14,8.01636961541e-06
15,8.01636961541e-06
16,4.46626541983e-06
17,0.000131315307298
18,4.80262808554e-05
19,2.65573838613e-05
20,2.07524823758e-06
21,2.07524823758e-06
22,2.07524823758e-06
23,2.07524823758e-06
24,4.44542627976e-07
25,0.000503173669859
26,0.000294006919611
27,7.8272606065e-05
28,1.33499482841e-05
29,1.33499482841e-05
30,1.33499482841e-05
31,1.33499482841e-05
32,1.28096880224e-06
33,0.000503173669859
34,0.000294006919611
35,7.8272606065e-05
36,1.33499482841e-05
37,1.33499482841e-05
38,1.33499482841e-05
39,1.33499482841e-05
40,1.28096880224e-06
41,0.000465294052428
42,0.000271869384497
43,7.23778185102e-05
44,1.23444900832e-05
45,1.23444900832e-05
46,1.23444900832e-05
47,1.23444900832e-05
48,1.18449090332e-06
49,0.000465294052428
50,0.000271869384497
51,7.23778185102e-05
52,1.23444900832e-05
53,1.23444900832e-05
54,1.23444900832e-05
55,1.23444900832e-05
56,1.18449090332e-06
57,0.0010749430753
58,0.000628244071638
59,0.000190319893984
60,2.57019688899e-05
61,2.57019688899e-05
62,2.57019688899e-05
63,2.57019688899e-05
64,3.11501984353e-06
65,0.0010749430753
66,0.000628244071638
67,0.000190319893984
68,2.57141792308e-05
69,2.57141792308e-05
70,2.57141792308e-05
71,2.57141792308e-05
72,3.11501984353e-06
73,0.00113342516017
74,0.000798524672613
75,0.00020447539255
76,3.38339550641e-05
77,3.38339550641e-05
78,3.38339550641e-05
79,3.38339550641e-05
80,3.39432046692e-06
81,0.00147712909789
82,0.00104077799499
83,0.000206612142871
84,4.49803813048e-05
85,4.49803813048e-05
86,4.49803813048e-05
87,4.49803813048e-05
88,3.42204230778e-06
89,0.000495502173051
90,0.000349027067168
91,7.94459112445e-05
92,1.50742771271e-05
93,1.50742771271e-05
94,1.50742771271e-05
95,1.50742771271e-05
96,1.31566936571e-06
97,0.00137853078377
98,0.000971277769588
99,0.000184631990188
100,4.19739240018e-05
101,4.19739240018e-05
102,4.19739240018e-05
103,4.19739240018e-05
104,3.05792686254e-06
105,0.000399001335642
