Id,WnvPresent
1,0.00979276006163
2,0.00325867329735
3,0.0106438157511
4,0.00142650929823
5,0.00142650929823
6,0.00142650929823
7,0.00142650929823
8,0.00433906950219
9,0.00599372404642
10,0.00248457552996
11,0.00651679122307
12,0.00114270967116
13,0.00114270967116
14,0.00114270967116
15,0.00114270967116
16,0.00236130279785
17,0.00299626430632
18,0.00213284038909
19,0.00343054631895
20,0.000885520484036
21,0.000885520484036
22,0.000885520484036
23,0.000885520484036
24,0.00124057129256
25,0.00269589254291
26,0.00208061145794
27,0.00300173102822
28,0.000863809444241
29,0.000863809444241
30,0.000863809444241
31,0.000863809444241
32,0.000965361944722
33,0.00269589254291
34,0.00208061145794
35,0.00300173102822
36,0.000863809444241
37,0.000863809444241
38,0.000863809444241
39,0.000863809444241
40,0.000965361944722
41,0.00269589254291
42,0.00208061145794
43,0.00300173102822
44,0.000863809444241
45,0.000863809444241
46,0.000863809444241
47,0.000863809444241
48,0.000965361944722
49,0.00269589254291
50,0.00208061145794
51,0.00300173102822
52,0.000863809444241
53,0.000863809444241
54,0.000863809444241
55,0.000863809444241
56,0.000965361944722
57,0.00269589254291
58,0.00208061145794
59,0.00300173102822
60,0.000863809444241
61,0.000863809444241
62,0.000863809444241
63,0.000863809444241
64,0.000965361944722
65,0.00269589254291
66,0.00208061145794
67,0.00300173102822
68,0.000863809444241
69,0.000863809444241
70,0.000863809444241
71,0.000863809444241
72,0.000965361944722
73,0.00325974713545
74,0.00251610270099
75,0.00356977841665
76,0.00103354521136
77,0.00103354521136
78,0.00103354521136
79,0.00103354521136
80,0.00111602621034
81,0.00322780852234
82,0.00249143201494
83,0.00353481292671
84,0.00102339626343
85,0.00102339626343
86,0.00102339626343
87,0.00102339626343
88,0.00110506823214
89,0.00322780852234
90,0.00249143201494
91,0.00353481292671
92,0.00102339626343
93,0.00102339626343
94,0.00102339626343
95,0.00102339626343
96,0.00110506823214
97,0.00322780852234
98,0.00249143201494
99,0.00353481292671
100,0.00102339626343
101,0.00102339626343
102,0.00102339626343
103,0.00102339626343
104,0.00110506823214
105,0.00322780852234
106,0.00249143201494
107,0.00353481292671
108,0.00102339626343
109,0.00102339626343
110,0.00102339626343
111,0.00102339626343
112,0.00110506823214
113,0.00322780852234
114,0.00249143201494
115,0.00353481292671
116,0.00102339626343
117,0.00102339626343
118,0.00102339626343
119,0.00102339626343
120,0.00110506823214
