Id,WnvPresent
1,0.000498323177547
2,0.00191829735814
3,0.000498323177547
4,0.00191829735814
5,0.000317919553158
6,0.000317919553158
7,1.41624515436e-05
8,0.000498323177547
9,0.000347923081454
10,0.00112422248238
11,0.000347923081454
12,0.00112422248238
13,0.000245244464085
14,0.000245244464085
15,1.11224100722e-05
16,0.000347923081454
17,3.59826083889e-05
18,0.000108928303216
19,3.59826083889e-05
20,0.000108928303216
21,3.80224950048e-05
22,3.80224950048e-05
23,1.57159000325e-06
24,3.59826083889e-05
25,7.00425501988e-05
26,0.000288025359904
27,7.00425501988e-05
28,0.000288025359904
29,0.000135447254933
30,0.000135447254933
31,5.36082426123e-06
32,7.00425501988e-05
33,6.73559613857e-05
34,0.000258595423836
35,6.73559613857e-05
36,0.000258595423836
37,0.000121605590903
38,0.000121605590903
39,4.81292540737e-06
40,6.73559613857e-05
41,6.73559613857e-05
42,0.000258595423836
43,6.73559613857e-05
44,0.000258595423836
45,0.000121605590903
46,0.000121605590903
47,4.81292540737e-06
48,6.73559613857e-05
49,0.000199217481018
50,0.000734009859851
51,0.000199217481018
52,0.000734009859851
53,0.00034525821393
54,0.00034525821393
55,1.36676206475e-05
56,0.000199217481018
57,0.000199217481018
58,0.000734009859851
59,0.000199217481018
60,0.000734009859851
61,0.00034525821393
62,0.00034525821393
63,1.36676206475e-05
64,0.000199217481018
65,0.000267473878458
66,0.000944102500935
67,0.000267473878458
68,0.000944102500935
69,0.000444129515812
70,0.000444129515812
71,1.75832758171e-05
72,0.000267473878458
73,0.000240721983572
74,0.000951437791208
75,0.000240721983572
76,0.000951437791208
77,0.000510676629272
78,0.000510676629272
79,1.98191870454e-05
80,0.000240721983572
81,0.0004121141747
82,0.00173433211373
83,0.0004121141747
84,0.00173433211373
85,0.000931226959901
86,0.000931226959901
87,3.61552254159e-05
88,0.0004121141747
89,0.000205096888183
90,0.00108122593477
91,0.000205096888183
92,0.00108122593477
93,0.000614362508863
94,0.000614362508863
95,2.3845578629e-05
96,0.000205096888183
97,0.000144210203453
98,0.000700815622068
99,0.000144210203453
100,0.000700815622068
101,0.000398144405468
102,0.000398144405468
103,1.54501775272e-05
104,0.000144210203453
105,0.000197986539218
106,0.00075906933927
107,0.000197986539218
108,0.00075906933927
109,0.000466914088056
110,0.000466914088056
111,1.81174327807e-05
112,0.000197986539218
113,0.000185123875696
114,0.000703279181913
115,0.000185123875696
116,0.000703279181913
117,0.000521056024458
118,0.000521056024458
119,2.02193278654e-05
120,0.000185123875696
121,0.000183230193411
122,0.000696088838803
123,0.000183230193411
124,0.000696088838803
125,0.000491231766693
126,0.000491231766693
127,1.90614652002e-05
128,0.000183230193411
129,0.000141474121457
130,0.000537520963074
131,0.000141474121457
132,0.000537520963074
133,0.000386443997371
134,0.000386443997371
135,1.49938320007e-05
136,0.000141474121457
137,8.45710916377e-05
138,0.000325768293681
139,8.45710916377e-05
140,0.000325768293681
141,0.000237442962054
142,0.000237442962054
143,9.21134729599e-06
144,8.45710916377e-05
145,0.000461867903027
146,0.00149202592359
147,0.000461867903027
148,0.00149202592359
149,0.000278115944368
150,0.000278115944368
151,1.26136045099e-05
152,0.000461867903027
153,0.000487186935748
154,0.00157372804456
155,0.000487186935748
156,0.00157372804456
157,0.000293364876232
158,0.000293364876232
159,1.33053946902e-05
160,0.000487186935748
161,3.59826083889e-05
162,0.000108928303216
163,3.59826083889e-05
164,0.000108928303216
165,3.80224950048e-05
166,3.80224950048e-05
167,1.57159000325e-06
168,3.59826083889e-05
169,0.000309527577243
170,0.00100624424476
171,0.000309527577243
172,0.00100624424476
173,0.000298102568061
174,0.000298102568061
175,1.23245951995e-05
176,0.000309527577243
177,0.000248437759654
178,0.000945283817971
179,0.000248437759654
180,0.000945283817971
181,0.000326802464736
182,0.000326802464736
183,1.35115204344e-05
184,0.000248437759654
185,0.000176020948911
186,0.000669880326081
187,0.000176020948911
188,0.000669880326081
189,0.000250314470852
190,0.000250314470852
191,1.03483951109e-05
192,0.000176020948911
193,0.000188774020078
194,0.000718388791438
195,0.000188774020078
196,0.000718388791438
197,0.000268448811615
198,0.000268448811615
199,1.10982903541e-05
200,0.000188774020078
201,0.000188774020078
202,0.000718388791438
203,0.000188774020078
204,0.000718388791438
205,0.000268448811615
206,0.000268448811615
207,1.10982903541e-05
208,0.000188774020078
209,0.000231487948797
210,0.000914965827328
211,0.000231487948797
212,0.000914965827328
213,0.000491092288829
214,0.000491092288829
215,1.90587664741e-05
216,0.000231487948797
217,0.000231487948797
218,0.000914965827328
219,0.000231487948797
220,0.000914965827328
221,0.000491092288829
222,0.000491092288829
223,1.90587664741e-05
224,0.000231487948797
225,0.000868360129498
226,0.00308915596475
227,0.000868360129498
228,0.00308915596475
229,0.00165972498735
230,0.00165972498735
231,6.4484621405e-05
232,0.000868360129498
233,0.000396136521251
234,0.00151791276256
235,0.000396136521251
236,0.00151791276256
237,0.000933962200022
238,0.000933962200022
239,3.62563500263e-05
240,0.000396136521251
241,0.000105662363127
242,0.000401496965626
243,0.000105662363127
244,0.000401496965626
245,0.000294121827137
246,0.000294121827137
247,1.14107654206e-05
248,0.000105662363127
249,0.000105662363127
250,0.000401496965626
251,0.000105662363127
252,0.000401496965626
253,0.000294121827137
254,0.000294121827137
255,1.14107654206e-05
256,0.000105662363127
257,0.000165169385601
258,0.000627507820265
259,0.000165169385601
260,0.000627507820265
261,0.000464908268165
262,0.000464908268165
263,1.80395671628e-05
264,0.000165169385601
265,0.000165169385601
266,0.000627507820265
267,0.000165169385601
268,0.000627507820265
269,0.000464908268165
270,0.000464908268165
271,1.80395671628e-05
272,0.000165169385601
273,0.000165169385601
274,0.000627507820265
275,0.000165169385601
276,0.000627507820265
277,0.000464908268165
278,0.000464908268165
279,1.80395671628e-05
280,0.000165169385601
281,0.000138652141726
282,0.000526803212087
283,0.000138652141726
284,0.000526803212087
285,0.000378737462366
286,0.000378737462366
287,1.46947134396e-05
288,0.000138652141726
289,0.000124000502431
290,0.000471154228248
291,0.000124000502431
292,0.000471154228248
293,0.000338724138799
294,0.000338724138799
295,1.31417225574e-05
296,0.000124000502431
297,0.000172269185592
298,0.000654468212148
299,0.000172269185592
300,0.000654468212148
301,0.000470537239232
302,0.000470537239232
303,1.82580837101e-05
304,0.000172269185592
305,0.000172269185592
306,0.000654468212148
307,0.000172269185592
308,0.000654468212148
309,0.000470537239232
310,0.000470537239232
311,1.82580837101e-05
312,0.000172269185592
313,0.000137929774676
314,0.000537520963074
315,0.000137929774676
316,0.000537520963074
317,0.000386443997371
318,0.000386443997371
319,1.49938320007e-05
320,0.000137929774676
321,8.45710916377e-05
322,0.000325768293681
323,8.45710916377e-05
324,0.000325768293681
325,0.000237442962054
326,0.000237442962054
327,9.21134729599e-06
328,8.45710916377e-05
329,8.45710916377e-05
330,0.000325768293681
331,8.45710916377e-05
332,0.000325768293681
333,0.000237442962054
334,0.000237442962054
335,9.21134729599e-06
336,8.45710916377e-05
337,0.000101041365177
338,0.000402965628667
339,0.000101041365177
340,0.000402965628667
341,0.000351781279249
342,0.000351781279249
343,1.36484811236e-05
344,0.000101041365177
345,0.000145714459563
346,0.000568841809823
347,0.000145714459563
348,0.000568841809823
349,0.000778397940357
350,0.000778397940357
351,3.04881157616e-05
352,0.000145714459563
353,0.000322914397493
354,0.00124368239196
355,0.000322914397493
356,0.00124368239196
357,0.000205999406834
358,0.000205999406834
359,9.17573186666e-06
360,0.000322914397493
361,0.000651951556249
362,0.00212607939545
363,0.000651951556249
364,0.00212607939545
365,0.000406578929587
366,0.000406578929587
367,1.81135205448e-05
368,0.000651951556249
369,0.000173791052797
370,0.000561778697917
371,0.000173791052797
372,0.000561778697917
373,0.000122495761092
374,0.000122495761092
375,5.55481819962e-06
376,0.000173791052797
377,0.000461867903027
378,0.00149202592359
379,0.000461867903027
380,0.00149202592359
381,0.000278115944368
382,0.000278115944368
383,1.26136045099e-05
384,0.000461867903027
385,3.59826083889e-05
386,0.000108928303216
387,3.59826083889e-05
388,0.000108928303216
389,3.80224950048e-05
390,3.80224950048e-05
391,1.57159000325e-06
392,3.59826083889e-05
393,0.000225366748679
394,0.000857556159093
395,0.000225366748679
396,0.000857556159093
397,0.000320481077271
398,0.000320481077271
399,1.32500848131e-05
400,0.000225366748679
401,9.02167502067e-05
402,0.000343419243246
403,9.02167502067e-05
404,0.000343419243246
405,0.000151809248778
406,0.000151809248778
407,6.00850489741e-06
408,9.02167502067e-05
409,0.000152552072132
410,0.000580603405579
411,0.000152552072132
412,0.000580603405579
413,0.000256691022359
414,0.000256691022359
415,1.01606764833e-05
416,0.000152552072132
417,0.00010070505412
418,0.000383332754755
419,0.00010070505412
420,0.000383332754755
421,0.0001773250883
422,0.0001773250883
423,7.01857617195e-06
424,0.00010070505412
425,6.73559613857e-05
426,0.000258595423836
427,6.73559613857e-05
428,0.000258595423836
429,0.000121605590903
430,0.000121605590903
431,4.81292540737e-06
432,6.73559613857e-05
433,0.000199217481018
434,0.000734009859851
435,0.000199217481018
436,0.000734009859851
437,0.00034525821393
438,0.00034525821393
439,1.36676206475e-05
440,0.000199217481018
441,0.000214941579549
442,0.00084960712503
443,0.000214941579549
444,0.00084960712503
445,0.000455998301477
446,0.000455998301477
447,1.76962091379e-05
448,0.000214941579549
449,0.000240721983572
450,0.000951437791208
451,0.000240721983572
452,0.000951437791208
453,0.000510676629272
454,0.000510676629272
455,1.98191870454e-05
456,0.000240721983572
457,8.45710916377e-05
458,0.000325768293681
459,8.45710916377e-05
460,0.000325768293681
461,0.000237442962054
462,0.000237442962054
463,9.21134729599e-06
464,8.45710916377e-05
465,0.000145714459563
466,0.000568841809823
467,0.000145714459563
468,0.000568841809823
469,0.000778397940357
470,0.000778397940357
471,3.04881157616e-05
472,0.000145714459563
473,3.59826083889e-05
474,0.000108928303216
475,3.59826083889e-05
476,0.000108928303216
477,3.80224950048e-05
478,3.80224950048e-05
479,1.57159000325e-06
480,3.59826083889e-05
481,3.59826083889e-05
482,0.000108928303216
483,3.59826083889e-05
484,0.000108928303216
485,3.80224950048e-05
486,3.80224950048e-05
487,1.57159000325e-06
488,3.59826083889e-05
489,0.000379804446861
490,0.00122309812434
491,0.000379804446861
492,0.00122309812434
493,0.000362401475948
494,0.000362401475948
495,1.49838591915e-05
496,0.000379804446861
497,0.000176020948911
498,0.000669880326081
499,0.000176020948911
500,0.000669880326081
501,0.000250314470852
502,0.000250314470852
503,1.03483951109e-05
504,0.000176020948911
505,0.000295363308195
506,0.00109542400797
507,0.000295363308195
508,0.00109542400797
509,0.000587999338721
510,0.000587999338721
511,2.28217522357e-05
512,0.000295363308195
513,0.000165169385601
514,0.000627507820265
515,0.000165169385601
516,0.000627507820265
517,0.000464908268165
518,0.000464908268165
519,1.80395671628e-05
520,0.000165169385601
521,8.45710916377e-05
522,0.000325768293681
523,8.45710916377e-05
524,0.000325768293681
525,0.000237442962054
526,0.000237442962054
527,9.21134729599e-06
528,8.45710916377e-05
529,0.000360428602349
530,0.00116459829705
531,0.000360428602349
532,0.00116459829705
533,0.000237603595335
534,0.000237603595335
535,1.07758001808e-05
536,0.000360428602349
537,0.000363922833196
538,0.00117199532734
539,0.000363922833196
540,0.00117199532734
541,0.00036572681721
542,0.00036572681721
543,1.51213970448e-05
544,0.000363922833196
545,0.000107570693275
546,0.000442294992322
547,0.000107570693275
548,0.000442294992322
549,0.000208011336977
550,0.000208011336977
551,8.23338909954e-06
552,0.000107570693275
553,9.98220543058e-05
554,0.000485186501981
555,9.98220543058e-05
556,0.000485186501981
557,0.000275616416992
558,0.000275616416992
559,1.06941623602e-05
560,9.98220543058e-05
561,0.000540548893871
562,0.00174589180302
563,0.000540548893871
564,0.00174589180302
565,0.000333771241039
566,0.000333771241039
567,1.48688263996e-05
568,0.000540548893871
569,0.000101641518654
570,0.000386896380456
571,0.000101641518654
572,0.000386896380456
573,0.000171032565384
574,0.000171032565384
575,6.76947545151e-06
576,0.000101641518654
577,0.000101641518654
578,0.000386896380456
579,0.000101641518654
580,0.000386896380456
581,0.000171032565384
582,0.000171032565384
583,6.76947545151e-06
584,0.000101641518654
585,9.02167502067e-05
586,0.000343419243246
587,9.02167502067e-05
588,0.000343419243246
589,0.000151809248778
590,0.000151809248778
591,6.00850489741e-06
592,9.02167502067e-05
593,0.000116000824282
594,0.000405086677414
595,0.000116000824282
596,0.000405086677414
597,0.00019050850986
598,0.00019050850986
599,7.54047514497e-06
600,0.000116000824282
601,0.000144732459999
602,0.00050538428097
603,0.000144732459999
604,0.00050538428097
605,0.000237690176465
606,0.000237690176465
607,9.4083886582e-06
608,0.000144732459999
609,0.00016578000954
610,0.000578848838319
611,0.00016578000954
612,0.000578848838319
613,0.000272252312818
614,0.000272252312818
615,1.07768047396e-05
616,0.00016578000954
617,0.000158479434353
618,0.000553367717625
619,0.000158479434353
620,0.000553367717625
621,0.000260264159687
622,0.000260264159687
623,1.03021483955e-05
624,0.000158479434353
625,0.000149972757306
626,0.000544748465702
627,0.000149972757306
628,0.000544748465702
629,0.0002717964562
630,0.0002717964562
631,1.07587554512e-05
632,0.000149972757306
633,0.000149972757306
634,0.000544748465702
635,0.000149972757306
636,0.000544748465702
637,0.0002717964562
638,0.0002717964562
639,1.07587554512e-05
640,0.000149972757306
641,0.000149972757306
642,0.000544748465702
643,0.000149972757306
644,0.000544748465702
645,0.0002717964562
646,0.0002717964562
647,1.07587554512e-05
648,0.000149972757306
649,0.000149972757306
650,0.000544748465702
651,0.000149972757306
652,0.000544748465702
653,0.0002717964562
654,0.0002717964562
655,1.07587554512e-05
656,0.000149972757306
657,0.000133882404495
658,0.000486323818905
659,0.000133882404495
660,0.000486323818905
661,0.000242638992788
662,0.000242638992788
663,9.6043211989e-06
664,0.000133882404495
665,0.000124878441806
666,0.0004714852141
667,0.000124878441806
668,0.0004714852141
669,0.000235233895627
670,0.000235233895627
671,9.31114077296e-06
