Id,WnvPresent
1,0.000714351072515
2,0.000230977661196
3,0.000213724238302
4,0.000524443570994
5,0.000524443570994
6,0.000524443570994
7,0.000714351072515
8,0.000524443570994
9,0.00111839297103
10,0.000441782956902
11,0.000645193923597
12,0.00103270464711
13,0.00103270464711
14,0.00103270464711
15,0.00111839297103
16,0.00103270464711
17,0.000715560019769
18,0.000266403268931
19,0.000242401040586
20,0.000603622914015
21,0.000603622914015
22,0.000603622914015
23,0.000715560019769
24,0.000603622914015
25,0.000662496057211
26,0.000443948791548
27,0.000250741873294
28,0.000567611685793
29,0.000567611685793
30,0.000567611685793
31,0.000662496057211
32,0.000567611685793
33,0.000465374093472
34,0.000333170234014
35,0.000170554803041
36,0.00039533502955
37,0.00039533502955
38,0.00039533502955
39,0.000465374093472
40,0.00039533502955
41,0.00076619409456
42,0.000526854193032
43,0.0002823962289
44,0.000650910933352
45,0.000650910933352
46,0.000650910933352
47,0.00076619409456
48,0.000650910933352
49,0.000465374093472
50,0.000333170234014
51,0.000170554803041
52,0.00039533502955
53,0.00039533502955
54,0.00039533502955
55,0.000465374093472
56,0.00039533502955
57,0.000768816898752
58,0.000465607240953
59,0.000257504786481
60,0.00060703714452
61,0.00060703714452
62,0.00060703714452
63,0.000768816898752
64,0.00060703714452
65,0.000420293192044
66,0.000263377810374
67,0.000143944749858
68,0.000340365950035
69,0.000340365950035
70,0.000340365950035
71,0.000420293192044
72,0.000340365950035
73,0.00289244200707
74,0.00127653756376
75,0.00093353827536
76,0.00150313237356
77,0.00150313237356
78,0.00150313237356
79,0.00289244200707
80,0.00150313237356
81,0.000373866166481
82,0.000251586561252
83,0.000135187008228
84,0.000310847035517
85,0.000310847035517
86,0.000310847035517
87,0.000373866166481
88,0.000310847035517
89,0.00635338458255
90,0.00363819445925
91,0.00243631145768
92,0.00375415564108
93,0.00375415564108
94,0.00375415564108
95,0.00635338458255
96,0.00375415564108
97,0.00182164690523
98,0.000816444225589
99,0.000583606546191
100,0.00116883794159
101,0.00116883794159
102,0.00116883794159
103,0.00182164690523
104,0.00116883794159
105,0.000233813366564
106,0.000151428561694
107,7.63240578097e-05
108,0.000181613857974
109,0.000181613857974
110,0.000181613857974
111,0.000233813366564
112,0.000181613857974
113,0.000650715219458
114,0.000262235635083
115,0.000446011810736
116,0.000607231792514
117,0.000607231792514
118,0.000607231792514
119,0.000650715219458
120,0.000607231792514
121,7.71457055898e-05
122,5.64851181435e-05
123,5.37055453741e-05
124,7.95860221732e-05
125,7.95860221732e-05
126,7.95860221732e-05
127,7.71457055898e-05
128,7.95860221732e-05
129,0.00129215110475
130,0.000400281947055
131,0.000362575494776
132,0.000902810283571
133,0.000902810283571
134,0.000902810283571
135,0.00129215110475
136,0.000902810283571
137,0.0016152379133
138,0.000655049386598
139,0.000470680431136
140,0.000937847235454
141,0.000937847235454
142,0.000937847235454
143,0.0016152379133
144,0.000937847235454
145,0.000295661282691
146,0.000132688442121
147,0.000125875765768
148,0.000281787897959
149,0.000281787897959
150,0.000281787897959
151,0.000295661282691
152,0.000281787897959
153,0.000592998730277
154,0.000229593910577
155,0.000214746674157
156,0.000513811564214
157,0.000513811564214
158,0.000513811564214
159,0.000592998730277
160,0.000513811564214
161,0.000404166925553
162,0.000175792785043
163,0.000279287729009
164,0.000440850546922
165,0.000440850546922
166,0.000440850546922
167,0.000404166925553
168,0.000440850546922
169,0.000666229245319
170,0.000423972003297
171,0.000241660808071
172,0.000554816668959
173,0.000554816668959
174,0.000554816668959
175,0.000666229245319
176,0.000554816668959
177,0.000461257237762
178,0.000250812758751
179,0.000198748510839
180,0.000361410869917
181,0.000361410869917
182,0.000361410869917
183,0.000461257237762
184,0.000361410869917
185,0.000383333391928
186,0.000295978792157
187,0.000240513868722
188,0.0003659152276
189,0.0003659152276
190,0.0003659152276
191,0.000383333391928
192,0.0003659152276
193,0.00131932218564
194,0.000352491368814
195,0.000431103976257
196,0.000918524228992
197,0.000918524228992
198,0.000918524228992
199,0.00131932218564
200,0.000918524228992
201,0.000817641739662
202,0.000507040428486
203,0.000260890068983
204,0.00064559456365
205,0.00064559456365
206,0.00064559456365
207,0.000817641739662
208,0.00064559456365
209,0.00372472525782
210,0.00192699503353
211,0.00108758887052
212,0.00198852353425
213,0.00198852353425
214,0.00198852353425
215,0.00372472525782
216,0.00198852353425
217,0.000513827995452
218,0.000365346777468
219,0.000201113763201
220,0.000451391037482
221,0.000451391037482
222,0.000451391037482
223,0.000513827995452
224,0.000451391037482
225,0.000383741233461
226,0.000229067840817
227,0.000121481278407
228,0.000286057004884
229,0.000286057004884
230,0.000286057004884
231,0.000383741233461
232,0.000286057004884
233,0.00437817092709
234,0.000825270702242
235,0.00014589242799
236,0.000895262075975
237,0.000895262075975
238,0.000895262075975
239,0.00437817092709
240,0.000895262075975
241,0.000535984496973
242,0.000172879900171
243,0.000174186641407
244,0.000406524292426
245,0.000406524292426
246,0.000406524292426
247,0.000535984496973
248,0.000406524292426
249,0.000912992087016
250,0.0002524872045
251,0.000273843987332
252,0.000671191351863
253,0.000671191351863
254,0.000671191351863
255,0.000912992087016
256,0.000671191351863
257,0.000207494924022
258,0.000143655142885
259,7.28013254416e-05
260,0.000172291177163
261,0.000172291177163
262,0.000172291177163
263,0.000207494924022
264,0.000172291177163
265,0.000418482643641
266,0.000262506622065
267,0.000167934295049
268,0.000348397517722
269,0.000348397517722
270,0.000348397517722
271,0.000418482643641
272,0.000348397517722
273,0.000752452346398
274,0.000466748933461
275,0.000269080794827
276,0.000614886442757
277,0.000614886442757
278,0.000614886442757
279,0.000752452346398
280,0.000614886442757
281,0.00012479520646
282,0.000126429716577
283,0.000101260927842
284,0.000161390225756
285,0.000161390225756
286,0.000161390225756
287,0.00012479520646
288,0.000161390225756
289,0.000231362314265
290,0.000185879152965
291,0.000181823178367
292,0.000237274796325
293,0.000237274796325
294,0.000237274796325
295,0.000231362314265
296,0.000237274796325
297,0.000425077456949
298,0.000122352915621
299,0.000115586802434
300,0.000291282507459
301,0.000291282507459
302,0.000291282507459
303,0.000425077456949
304,0.000291282507459
305,0.000362338184302
306,0.000196923408126
307,0.000124774915349
308,0.000267178183234
309,0.000267178183234
310,0.000267178183234
311,0.000362338184302
312,0.000267178183234
313,0.000861113176022
